	news_collected_time	news_title
17302	2015-02-05	5 infants in Chicago suburb have measles; Mississippi clear since 1992
17303	2015-02-05	Life as a woman of ISIS: Insider document details expectations for female jihadists
17304	2015-02-05	Clint Eastwood's new movie sparks war-hero debate
17305	2015-02-05	In milestone, Pope Francis will address Congress this fall
17306	2015-02-05	Hackers See Rewarding Targets in Health Care Companies
17307	2015-02-05	RadioShack Files for Chapter 11 Bankruptcy
17308	2015-02-05	US Repositions Rescue Teams Closer to Syria After ISIS Killing
17309	2015-02-05	7 from 7: Jury selection begins in case of accused 'American Sniper' killer
17310	2015-02-05	Another Setback for Tiger
17311	2015-02-05	Investigators Eye China in Anthem Data Breach
17312	2015-02-05	Jury Selection Begins In Chris Kyle Murder Trial « CBS Dallas / Fort Worth
17313	2015-02-05	US Moves Rescue Craft to Northern Iraq
17314	2015-02-05	Jordanian Military Writes Messages to ISIS on Bombs
17315	2015-02-05	Rick Perry hopes to show big money will back 2016 bid
17316	2015-02-05	Measles Hits Chicago-Area Daycare Center
17317	2015-02-05	Flying is riskier in Asia and Africa, statistics show
17318	2015-02-05	'American Sniper' murder trial: Jury screening begins in case of Kyle's accused ...
17319	2015-02-05	Experts Suspect Lax Security Left Anthem Vulnerable to Hackers
17320	2015-02-05	Measles cluster reported in infants at Illinois daycare center
17321	2015-02-05	TransAsia plane crash: Family who switched seats survived
17322	2015-02-05	With Back Problems, Tiger Woods Withdraws After 11 Holes
17323	2015-02-05	Bobbi Kristina's Family Waiting For Cissy Houston Before Stopping Life Support
17324	2015-02-05	Obama says people of all faiths have committed 'terrible deeds' in name of religion
17325	2015-02-05	Anthem hack raises fears about medical data
17326	2015-02-05	Screening for jurors in 'American Sniper' slaying starts
17327	2015-02-05	Tiger Woods' latest injury could impact his season
17328	2015-02-05	Clive Davis: He's praying for Whitney Houston's daughter
17329	2015-02-05	Inside ISIS and al-Qaeda's Battle for Brand Supremacy
17330	2015-02-05	Pilot's body found still clutching joystick of crashed Taiwan plane: media
17331	2015-02-05	Bobbi Kristina Remains on Life Support, Family Members Say
17332	2015-02-05	UPDATE 1-Australian PM to face leadership vote after party-room revolt
17333	2015-02-05	'American Sniper' Murder Trial: Town Believes Fair Trial Possible
17334	2015-02-05	USC Shooting Ruled Murder-Suicide
17335	2015-02-05	Commentary: Mr. Obama, playing the Dalai Lama card backfires - Xinhua
17336	2015-02-05	Harvard officially bans sex between undergraduate students and professors
17337	2015-02-05	Jordan minister on Islamic State strike: 'we're upping the ante'
17338	2015-02-05	RadioShack files for Chapter 11 bankruptcy protection
17339	2015-02-05	Professor reported killed in murder-suicide at University of South Carolina
17340	2015-02-05	Why did Obama compare Crusades to Islamic State at prayer breakfast? (+video)
17341	2015-02-05	Pope says it's OK to spank kids, if their dignity is kept
17342	2015-02-05	Gola: Will Tiger Woods ever be the same? It is time to ask
17343	2015-02-05	Bobbi Kristina Brown's family denies reports they are preparing to say goodbye
17344	2015-02-05	Devaluation Edges Ukraine Closer to IMF Aid Amid Merkel Visit
17345	2015-02-05	Acts Committed in Islam's Name Betray Faith, Obama Says
17346	2015-02-05	Chinese Hackers May Be Responsible for the Anthem Attack, Reports Say
17347	2015-02-05	Pilot's body found clutching joystick of crashed Taiwan plane
17348	2015-02-05	Harvard Bans Teacher-Student Relations In A Move That Will Hopefully End ...
17349	2015-02-05	Pope says spanking OK with conditions
17350	2015-02-05	Sheriff: Boy 'kidnapped' to teach him a lesson
17351	2015-02-05	Ukraine crisis: Hollande and Merkel in key truce talks in Moscow
17352	2015-02-05	Jordan: This is just the beginning of the retaliation
17353	2015-02-05	RadioShack files for bankruptcy; Sprint to take over some stores
17354	2015-02-05	Why hackers are targeting the medical sector
17355	2015-02-05	Taiwan plane crash survivor says engine 'did not feel right'
17356	2015-02-05	Nervous riders leave first car of Metro-North train empty
17357	2015-02-05	Four from Troy, Missouri charged in kidnapping conspiracy meant to 'scare' 6-year-old
17358	2015-02-05	UPDATE 2-Australian PM to face leadership vote after party-room revolt
17359	2015-02-05	Pope Francis to AZ students: Letters 'touched my heart'
17360	2015-02-06	Merkel Heads to Moscow for Deal to Pull Ukraine Back From Brink
17361	2015-02-06	ISIS expanding 'international footprint' with affiliates in more countries, officials ...
17362	2015-02-06	Defending Islam a particular crusade of Obama
17363	2015-02-06	Why the US government should be freaked out by the Anthem hacking attack – Quartz
17364	2015-02-06	Harvard University bans relationships between students and professors
17365	2015-02-06	East Timor Prime Minister Xanana Gusmao Submits Resignation
17366	2015-02-06	911 overhaul is a $2B disaster: report
17367	2015-02-06	Critics pounce after Obama talks Crusades, slavery at prayer breakfast
17368	2015-02-06	New York train was not speeding before crash with car
17369	2015-02-06	Russian capital exits as stand-off with West intensifies
17370	2015-02-06	Ten Still Missing From Air Crash as Taiwan Expands Search
17371	2015-02-06	6-year-old boy 'kidnapped' for being too nice to strangers, police say
17372	2015-02-06	RadioShack powers down after attempts to bounce back fail
17373	2015-02-06	Australian Prime Minister Faces Challenge to Leadership
17374	2015-02-06	China suspected in massive hack against health insurer Anthem
17375	2015-02-06	Jordanian escalation against ISIS may lead to surge in terror attacks in Kingdom
17376	2015-02-06	Pfizer's Hospira deal bets on price spike for specialty generics
17377	2015-02-06	Missouri family plots fake kidnapping to teach child about stranger danger
17378	2015-02-06	East Timor prime minister resigns
17379	2015-02-06	China media criticise Dalai Lama-Obama meeting
17380	2015-02-06	TransAsia Airways Crash Death Toll Rises
17381	2015-02-06	Australia's Abbott Vows to Fight Leadership Challenge
17382	2015-02-06	RadioShack files for bankruptcy protection, to sell stores
17383	2015-02-06	'It is crystal clear' Russian military is on the ground, Ukraine PM says
17384	2015-02-06	Obama hails 'good friend' Dalai Lama as 'inspiration to human beings' at Washington prayer event
17385	2015-02-06	Taiwan plane crash toll rises to 35; VP visits funeral home
17386	2015-02-06	Australian prime minister faces challenge from within own party
17387	2015-02-06	French, German leaders in Moscow for diplomatic push on Ukraine
17388	2015-02-06	A Man Has Been Charged With Kidnapping a Boy as Part of a Sex-Trafficking ...
17389	2015-02-06	Empire Plan part of data breach
17390	2015-02-06	Jordan pilot murder: Islamic State deploys asymmetry of fear
17391	2015-02-06	Obama, at prayer event, calls Dalai Lama 'good friend'
17392	2015-02-06	TransAsia Plane's Emergency Started 37 Seconds After Takeoff
17393	2015-02-06	Tony Abbott, Australian Premier, Vows to Fight Leadership Challenge
17394	2015-02-06	Conflicting Reports Over Bobbi Kristina in Neuro ICU at Emory Hospital Video
17395	2015-02-06	China Opposed to Foreign Nations Welcoming Dalai Lama
17396	2015-02-06	Abbott Fights for Job as Party Colleagues Seek Leadership Vote
17397	2015-02-06	Campus Life Goes on After Murder-Suicide at University of SC
17398	2015-02-06	Boy's family arrested, charged in staging his kidnapping
17399	2015-02-06	Experts: Pilot video shows militants are raising stakes
17400	2015-02-06	East Timor independence hero submits resignation as PM
17401	2015-02-06	US states probe massive data breach at health insurer Anthem
17402	2015-02-06	Harvard University bans relationships between students and professors
17403	2015-02-06	Ex-NATO chief warns Putin could attack Baltics as Ukraine, rebels reach humanitarian deal
17404	2015-02-06	Jordan unleashes wrath on ISIS: 'This is just the beginning'
17405	2015-02-06	Both Engines Lost Power Before TransAsia Crash, Aviation Official Says
17406	2015-02-06	Campus life goes on after murder-suicide at University of SC
17407	2015-02-06	How Australia Could End Up With a New Prime Minister
17408	2015-02-06	China Protests to US Over Dalai Lama Presence at Obama Event
17409	2015-02-06	War memorial separates dead by race, divides Southern city
17410	2015-02-06	REFILE-UPDATE 1-Taiwan plane black boxes reveal attempts to regain thrust
17411	2015-02-06	War memorial separates dead by race, divides Southern city
17412	2015-02-06	UPDATE 3-Obama, at prayer event, calls Dalai Lama 'good friend'
17413	2015-02-06	Family stages kidnapping of own 6-year-old son
17414	2015-02-06	Obama's Public Encounter With the Dalai Lama Riles China
17415	2015-02-06	Wall St climbs with energy rebound, Pfizer deal
17416	2015-02-06	Lawmakers expect resistance to granting Obama war powers
17417	2015-02-06	Family Accused Of Kidnapping Boy To Teach Him A Lesson
17418	2015-02-06	Islamic State in Syria under strain but far from collapse
17419	2015-02-06	Taiwan Plane Engines Stopped Producing Thrust
17420	2015-02-06	Video of Jordanian pilot shows ISIS raising stakes, experts say
17421	2015-02-06	UK tribunal says intelligence-sharing with US was unlawful
17422	2015-02-06	China protests to US over Dalai Lama presence at Obama event
17423	2015-02-06	Lebanon professor killed in US university shooting
17424	2015-02-06	Health insurer Anthem hit by massive cybersecurity breach
17425	2015-02-06	3 relatives accused of staging kidnapping of boy to teach him a lesson
17426	2015-02-06	Jihadi Preacher Lashes out Against Islamic State Group
17427	2015-02-06	Agency: Problems with both engines before TransAsia crash in Taiwan
17428	2015-02-06	Obama hails Dalai Lama as 'good friend'
17429	2015-02-06	Tribunal Rebukes British Government For Spying
17430	2015-02-06	Australian PM 'will fight leadership challenge'
17431	2015-02-06	Campus life goes on after murder-suicide at University of SC
17432	2015-02-06	Pope backs smacking of children 'if dignity maintained'
17433	2015-02-06	Ukraine Insists Any Pact With Putin Must Adhere to Terms Set in September Accord
17434	2015-02-06	Jordan's air strikes on IS 'beginning of retaliation'
17435	2015-02-06	China warns foreign countries against 'interference' after Obama welcomes Dalai Lama
17436	2015-02-06	GCHQ censured over sharing of internet surveillance data with US
17437	2015-02-06	Tony Abbott comes out fighting as leadership crisis heats up
17438	2015-02-06	Two Dead in Murder-Suicide at U. of South Carolina @insidehighered
17439	2015-02-06	Sprint to set up shop as RadioShack files for bankruptcy
17440	2015-02-06	Anthem Sued Over Massive Data Breach by California Consumer
17441	2015-02-06	German, French Leaders Take Ukraine Peace Plan to Moscow
17442	2015-02-06	White House says Obama will ask Congress to authorize military force against ISIS
17443	2015-02-06	China denounces interference after Obama welcomes Dalai
17444	2015-02-06	Ahead of January Jobs Report, RadioShack Files for Bankruptcy
17445	2015-02-06	Will Putin buy into Merkel and Hollande's Ukraine peace plan?
17446	2015-02-06	UN: Isis crucifying, burying children alive in Iraq
17447	2015-02-06	Jobs Report: US Adds 257000 Jobs; Unemployment Ticks Up to 5.7%
17448	2015-02-06	Morning Agenda: RadioShack's Bankruptcy Filing
17449	2015-02-06	Small quake hits San Francisco Bay area, no report of damage
17450	2015-02-06	Employers added 257000 jobs in January
17451	2015-02-06	Official photo of Jordan king in military fatigues perpetuates attack rumour, AsiaOne World News
17452	2015-02-06	TransAsia GE235: Taiwan crash plane 'lost engine power'
17453	2015-02-06	Official: Shooting at University of South Carolina appears to be murder-suicide
17454	2015-02-06	Boy's Family Accused of Staging Kidnapping to Teach Danger
17455	2015-02-06	January surprise: US job growth tops forecasts
17456	2015-02-06	Hollande, Merkel Aim for Ukraine Peace Deal
17457	2015-02-06	Anger over pilot's death fuels fresh Jordan's airstrikes on ISIS
17458	2015-02-06	Missouri boy's family accused of staging kidnapping to teach danger
17459	2015-02-06	Harvard professors banned from having sex with undergraduate students
17460	2015-02-06	Prominent jihadi preacher condemns ISIS for Jordanian pilot killing
17461	2015-02-06	Jurors visiting Aaron Hernandez's home, murder scene
17462	2015-02-06	Taiwan Plane Engines Stopped Producing Thrust
17463	2015-02-06	Family Accused of Conspiring to Kidnap 6-Year-Old Who Was 'Too Nice to People'
17464	2015-02-06	UPDATE 1-Canada's top court overturns ban on doctor-assisted suicide
17465	2015-02-06	Nigerian military recovers weapons stolen by Boko Haram
17466	2015-02-06	Funeral Set for Driver of SUV in Commuter Train Collision
17467	2015-02-06	Lawmakers expect resistance to granting Obama war powers
17468	2015-02-06	Aaron Hernandez Attorney Apologizes For Deflategate Joke « CBS Boston
17469	2015-02-06	Taiwan Plane's Engines Lost Power Before Crash
17470	2015-02-06	Merkel and Biden damp Ukraine breakthrough hopes
17471	2015-02-06	Jordan rages against Islamic State as military vows to expand airstrikes
17472	2015-02-06	Supreme Court strikes down assisted suicide ban
17473	2015-02-06	Watch Aaron Hernandez's lawyer bomb with Deflategate joke during trial
17474	2015-02-06	Yemen Rebels Say They Will Dissolve Parliament
17475	2015-02-06	Australia's polarizing prime minister faces political crisis
17476	2015-02-06	Unemployment rate rises to 5.7 percent. Why that's great news.
17477	2015-02-06	Murder-Suicide Reported on USC Campus
17478	2015-02-06	Jurors set out to tour Aaron Hernandez home, crime scene
17479	2015-02-06	US threats to arm Ukraine a 'bluff', say EU diplomats
17480	2015-02-06	Reactions to the SCC's historic ruling on doctor-assisted suicide
17481	2015-02-06	Jihadist who missed moisturiser and toilet roll is 'most violent extremist to return to Britain'
17482	2015-02-06	Strong US job, wage gains open door to mid-year rate hike
17483	2015-02-06	Jordanians rally in streets, vowing to fight Islamic State militants
17484	2015-02-06	Police: 2 dead in murder-suicide at University of SC
17485	2015-02-06	What's In a Friend? Why the Relationship Between Aaron Hernandez and Odin ...
17486	2015-02-06	Report: Williams' account of Katrina coverage in question
